id,answer,name
676,0,"Самая не клиентоориентированная студия, которую я встречала. Записывалась в студию Body Parts аж за 2,5 недели на пирсинг. В назначенный день дверь никто не открывает, на телефон не отвечают, в вотсап сообщения игнорируют. Студия просто закрыта, а клиентам сообщить этот факт не посчитали нужным! Вместо того, чтобы извиниться за недоразумение, продолжают игнорировать. Сервис отсутствует полностью."
677,0,"Да, именно такие слова нужны любому, кто решит поменять все в своей жизни, следуя своему предназначению. Книга написана простым языком, но ты чувствуешь и страх, и боль, и любовь, и горе, и тайну, которая все расставит все по своим местам."
678,0,Почему я должна ждать
679,1,Памятник советской эпохи в центре города
680,0,телик как телик
681,0,"Как в музее, пришёл, посмотрел и ушёл"
682,0,"Пока шёл чтобы забрать посылку, меня чуть медведь не сожрал"
683,0,Микрофон никакой
684,0,"невозможно дозвониться, наличие отсутствует, написал жалобу - обещали перезвонить, несколько дней прошло -звонка нет, товар забрать не могу."
685,0,"Сушит не повреждая! Можно использовать холодный поток воздуха нажимая на кнопку, не держа. "
686,1,"Крутой гриль! С простым управлением. Очень много программ, включая программы для приготовления овощей. Это был основной критерий при выборе гриля. Баклажаны, картофель, помидоры и перец, получаются просто объедение! Советую всем."
687,0,Очень хорошо охлаждает.
688,1,"Заказ оформили в пятницу, доставку обещали на вторник, но товар так и не доставили. Уже после обеда, во вторник звоню Менеджеру говорю когда будет доставка, а в ответ я вам перезвоню не могу связаться со складом. Звонила 5 раз, результата ноль."
689,0,"Мне нравится, что быстро флюорографию сделали. Нравится обслуживание, очень все вежливые, очень всё быстро делают, нет очередей."
690,1,не рекомендую)
691,0,Просто ужасный товар! Не капли не соответствует качеству!
692,1,"Мастер ногтевого сервиса запомнилась быстрой работой, за полтора часа она сняла чужую работу, сделала маникюр и покрыла ногти в один тон. Ногти я проносила долго, никаких сколов, отслоек не было, я довольна работой, наверное, обращусь еще."
693,1,"Доктор ответила на все вопросы, была вежливая, доброжелательная, тактичная по отношению ко мне. Времени на прием было выделано вполне достаточно. Она расписала план лечения, рассказала о стоимости по каждой манипуляции."
694,1,"Это гостиница привлекает несколькими моментами. Основное — удобное местоположение в самом центре города и очень приемлемая цена. К тому же, в гостинице отличный сервис, чисто и уютно."
695,0,"Заказывайте курьером, а не Почтой России. Два раза покупал здесь запчасти для Лэнд Ровера. Первый раз по Почте, ждал больше месяца и никто не мог ответить, когда посылка придет. Второй раз — с курьером, который сработал как часы. Доставили за три дня."
696,1,"Доктор ответила на все вопросы, была вежливая, доброжелательная, тактичная по отношению ко мне. Времени на прием было выделано вполне достаточно. Она расписала план лечения, рассказала о стоимости по каждой манипуляции."
697,0,"Я осталась очень недовольна качеством услуг. Укладка была ужасная, объём отсутствовал. "
698,0,"Мастера знают свое дело,все понравилось!
Только есть один и очень жирный минус администраторы наглые ведут себя так как будто к ним домой пришли а не в салон!"
699,0,Выглядит хорошо
700,1,"Халатное отношение к клиентам, дезинформация клиента, просто плохой магазин, который ничем не привлекает к себе."
701,1,"Я давно лечу зубы в клинике, всегда остаюсь довольна работами. Последний раз мне лечили от кариеса зубы передние, за один прием запломбировали все, ставили цветовую пломбу."
702,0,"Магазин накручивает рейтинг мнимыми (неисполняемыми) заказами!! Полное отсутствие какого бы то ни было сервиса, отвратительное отношение к клиентам."
703,1,Пахнет бензином
704,1,"Человек растет примерно до 25 лет. На этот процесс оказывают влияние гормоны, питание, физические нагрузки и генетические особенности."
705,0,"С этой книги у меня началась любовь к чтению. Мне было такое удовольствие читать, что просто не вообразить."
706,1,"Сломался на второй день эксплуатации, перестал видеть сим-карту."
707,0,Выбор гостиницы для недельного проживания в Санкт-Петербурге я сделал вполне удачно и эта гостиница оказалась очень даже неплохо обустроена. В моем номере были все необходимые атрибуты для отдыха после тяжёлого дня и в номере было очень чисто.
708,1,"Долго выбирала фен. Этот полностью меня устроил по всем характеристикам. Мощный, тихий, удобный. Стильный. "
709,1,"Для меня важно было наличие NFC и мощный аккумулятор. Это есть в данном смартфоне. При этом цена невысокая, а с учётом накопленных бонусов и вовсе смешная."
710,0,Выглядит хорошо
711,1,"Отличный фен. Регулируется мощность и температурный режим. Приятный на ощупь, выглядит аккуратно. Имеет длинный шнур, 2 насадки в комплекте, специальный мешочек под фен. "
712,0,"В мае посетила вашу студию. Обстановка действительно уютная .А что касается мастеров, большой вопрос. Мастер так рьяно делала мне маникюр, что в последствии мне пришлось посещать хирурга. На мои замечания во время процедуры, она заявила, что у меня много кожи. Дорогие дамы 300 раз подумайте прежде чем посещать столь уютное место."
713,1,"Хорошая гостиница с отличным сервисом, я довольна тем, что выбрала именно ее, когда была в Питере в командировке. Здесь и номера не дорогие, но очень хорошие и просторные. Обслуживание очень понравилось, с этим полный порядок. Расположение хочу отметить, легко добраться куда угодно."
714,0,Пока ждал можно было всю вселенную облететь
715,1,"Привезли в дребезги разбитую чашку. Сотрудница пункта ВБ оформила, как брак. С карты сняли 50 рублей за возврат."
716,0,"Отличный телефон, рекомендую к покупке!"
717,1,Дважды прислали брак. За первый(чайник) деньги вернули только какими-то бонусами. На карту отказались возвращать.
718,1,Нет туалета
719,1,Неумная контора клоунов
720,0,"Шикарный, мощный, любые волосы выпрямляет. "
721,1,Мы бронировали номера. В самом номере было очень чисто. Но не понравился туалет и душ. Был очень неприятный запах в уборной и очень большая влажность.
722,0,Картинка не понравилась
723,1,"Продают бракованный товар, непонятно как и куда вернуть товар, и обратно получить деньги."
724,0,скорее всего брак
725,1,В заброшке полы чище
726,1,устарел
727,0,Круто но фигня
728,1,"На процедуре чувствовала себя комфортно, маникюр и педикюр был с однотонном покрытием, результатом довольна, мастер работает на качественных материалах, сейчас с ногтями всё хорошо, мне всё понравилось."
729,1,"В мае посетила вашу студию. Обстановка действительно уютная .А что касается мастеров, большой вопрос. Мастер так рьяно делала мне маникюр, что в последствии мне пришлось посещать хирурга. На мои замечания во время процедуры, она заявила, что у меня много кожи. Дорогие дамы 300 раз подумайте прежде чем посещать столь уютное место."
730,0,Слишком плохо! 
731,1,"Пользуюсь не первым роботом-пылесосом, поэтому есть, с чем сравнивать. До этого пылесос имел салфетку, которую нужно было полоскать, назвать это мытьём пола язык не поворачивается. У BORK мытьё пола гораздо лучше, сухая уборка тоже отличная. Качество упаковки и товара на высоте. Пылесос справляется со своими функциями. "
732,1,Внук учится в этой школе
733,1,"В данный центр я приходил на рентген. Мне особенно понравилась доступность услуг. Я пришел и без очередей, быстро сделал все, что мне было нужно. Процедура прошла нормально, все было в порядке и меня все устроило. Во время процедуры все было чисто и стерильно. Результаты мне выдали сразу после исследования."
734,1,Карта иногда работает 
735,0,Нет осьминога
736,0,В общем и целом телевизор хороший. Телевизор для просмотра большой компанией.
737,1,"Я давно лечу зубы в клинике, всегда остаюсь довольна работами. Последний раз мне лечили от кариеса зубы передние, за один прием запломбировали все, ставили цветовую пломбу."
738,0,"Очень симпатичный телефон, когда купил в подарок и увидел - захотелось такой же себе, хотя мой с новомодным круглым экраном."
739,1,"Я осталась недовольна посещением клиники. Сама специалист понравилась, но от нее мы ушли с полным непониманием проблемы."
740,0,"Недорогой, но мощный, не греется"
741,1,"Охранник который объяснял, такое ощущение что только-только выучил алфавит"
742,1,Карта иногда работает 
743,1,"очереди на выдаче, невнимательные продавцы (пришлось самой за ними бегать)."
744,1,Не информируют о изменениях даты доставки. Приходится самостоятельно вызванивать и узнавать состоится ли доставка. Итог- потраченный день за ожиданием.
745,0,Зачем это существует?
746,1,Памятник советской эпохи в центре города
747,1,Киев не видно
748,1,"Убогое подвальное помещение, в стандартных номерах которого отсутствует кислород как таковой. Вытяжки не работают!"
749,1,"Очень тесно. Ни разу до этого не бывала в заведениях красоты, где клиенты и персонал, как кильки в бочке. Впрочем администратор вежливая, ремонт имеется, но в течение всего визита меня не покидали вопросы типа «какой размер взятки для СЭС, чтобы она допустила работу в таких условиях?»
Может быть, я придираюсь, и в салоне работают прекрасные специалисты. Но тем, кому важен комфорт во время эстетических процедур, здесь вряд ли понравится, к сожалению.."
750,0,Клиника не понравилась. Выкачивание денег. Лечила зубы у Николаевой. Пришлось перелечивать в другой клинике.
751,0,"Халатное отношение к клиентам, дезинформация клиента, просто плохой магазин, который ничем не привлекает к себе."
752,1,"Тео́рия гра́фов — раздел дискретной математики, изучающий графы."
753,1,"А почему на карте Центральный парк имени Чебурека, если это Центральное кладбище"
754,0,Пора сделать реконструкцию
755,0,Всё отлично. 
756,0,Природа великолепная
757,1,Выбор гостиницы для недельного проживания в Санкт-Петербурге я сделал вполне удачно и эта гостиница оказалась очень даже неплохо обустроена. В моем номере были все необходимые атрибуты для отдыха после тяжёлого дня и в номере было очень чисто.
758,0,Клиника не понравилась. Выкачивание денег. Пришлось перелечивать в другой клинике.
759,0,"Были на свадьбе у друзей и честно вообще не соответствует расписным и великолепным отзывам,ужасный сервис,кухня желает оставлять лучшее,странная не понятная подача блюд и плюс с недовольным лицом менеджер ресторана,которая ходила туда сюда, наверно контролировала так сказать работу зала."
760,1,Большой выбор
761,0,"А почему на карте Центральный парк имени Чебурека, если это Центральное кладбище"
762,1,Жгучий и ароматный
763,1,"Всем, кто любит детективные романы, очень советую читать детективы Татьяны Степановой. Дух захватывает!"
764,1,"Машинка очень компактная, но вместительная, как раз то, что мы искали. Пользоваться ей удобно, очень нравится, что дверца большая в диаметре, загружать и доставать белье очень комфортно."
765,0,"Эта книга - не просто жизнеописание становления талантливого музыканта, не просто история развития болезни и борьбы с ней. Произведение настолько разнопланово, что даже не знаешь, на чем сосредоточиться."
766,1,"Зимой тепло, как в Африке"
767,0,"Замечательная гостиница, я не раз здесь уже останавливалась и всегда довольна сервисом, который нам здесь оказывается. Номера доступные по стоимости и оснащены всем необходимым, что только может понадобиться их клиентам."
768,0,"Халатное отношение к клиентам, дезинформация клиента, просто плохой магазин, который ничем не привлекает к себе."
769,0,"Тормознутый, немножечко глюканутый и умеренно вырвиглазный."
770,1,Очень плохая надёжность
771,1,"Заявленные цены не соответствуют реальности. На сайте указано плетение косы от 50 до 250 руб, в реальности в салоне на ст м Преображенская площадь мне назвали цену 800 руб на длинные волосы"
772,1,"Сайт специально сделан так чтобы официально можно было обирать своих клиентов: невозможно исправить если ошибочно заказал товар по сайту этого не видно, для того чтобы за отказ магазин мог содрать бешеные деньги за возврат."
773,0,"Четыре года пользования сервисом было все хорошо, но когда-то приходит конец. Вот и мой наступил.Это первая площадка, на которой НЕВОЗМОЖНО отменить заказ, если ты передумал покупать."
774,0,Очень плохая надёжность
775,1,"Я ходила в клинику с детьми. Приём прошел хорошо, нас вовремя приняли. Врачи использовали стерильные инструменты. Были на приеме у девушки и мужчины, имена не помню. Но могу выделить их внимательность и профессионализм."
776,1,"В мае посетила вашу студию. Обстановка действительно уютная .А что касается мастеров, большой вопрос. Мастер так рьяно делала мне маникюр, что в последствии мне пришлось посещать хирурга. На мои замечания во время процедуры, она заявила, что у меня много кожи. Дорогие дамы 300 раз подумайте прежде чем посещать столь уютное место."
777,0,"Дизайн, звук фена не будет меня, когда она пользуется им в ванной, т.е тихий, звук предыдущего был слышен по всему дому. "
778,0,не понятно для какой возрастной аудитории фильм; многие образы списаны с разных героев разных фильмов
779,1,"Заявленные цены не соответствуют реальности. На сайте указано плетение косы от 50 до 250 руб, в реальности в салоне на ст м Преображенская площадь мне назвали цену 800 руб на длинные волосы"
780,1,"Поначалу было довольно сложно вникнуть в то, что же происходит - слишком много персонажей и информации. Но как только вливаешься в историю, оторваться уже не получается!"
781,1,Неумная контора клоунов
782,1,"При бронировании номера с условиями сняли деньги с карты за неделю до проживания. Далее, при отмене бронирования, у них возник ряд проблем с осуществлением возврата и деньги так до сих пор и не вернулись, хотя у других отелей это происходит моментально."
783,1,Удобный в использовании. 
784,0," ШУМИТ ПРИ НАГРУЗКЕ КАК СВЕРХЗВУКОВОЙ ИСТРЕБИТЕЛЬ НАЧИНАЕТ пищать, стучать, гудит как поровоз. НЕ РЕКОМЕНДУЮ К ПОКУПКЕ ВЫ ЗАПЛАТИТЕ ТОЛЬКО ЗА внешний вид!"
785,1,Много людей ходит на кладбище и спать мешают
786,1,"Компания Эпо безупречна, дизайн, производительность - всё супер"
787,0,"Был на приеме у Доктора, нужно было восстановить зуб, сразу пошел развод на дополнительные услуги. Ренген, нужно чистить каналы, лечить, потом коронка и т. д. Хорошо что вовремя отказался. Поехал в другую клинику, за час доктор восстановила зуб, и самое главное отношение — нужно бороться за здоровый зуб до конца! А у Доктора деньги на первом месте. Не рекомендую никому такого доктора."
788,0,"Мощный, стильный дизайн, несколько режимов работы. "
789,0,Нормальный боулинг и пиво с гренками
790,0,"Отель превосходный и я не пожалел что тут остановился, ведь вы сами можете убедится в том что тут самые низкие цены, да и качество обслуживания находится на самом лучшем уровне."
791,0,"Доставка быстрая, но возврат товара просто невозможен, несмотря на поставку брака."
792,1,"Цена, чехол, стекло и блок питания в комплекте"
793,0,"такого грубого общения я еще не встречала, администратора не научили нормально разговаривать, при посещении салона всю информацию приходилось выпытывать, больше в этот салон не приду и никому не советую!!!!!!!"
794,0,"Непросто читается это произведение. Много философии и размышлений, но чуткому читателю, любящему красивый русский язык,будет любопытно познакомиться с этим прекрасным романом великого русского писателя."
795,0,Неумная контора клоунов
796,0,Судью на мыло
797,0,Я была на днях на коррекции бровей. Пришла домой и спустя день поняла что кривые брови! Неровно выщипали! Очень испортилось мнение о вас
798,0,Бессмысленный сарай в чистом поле
799,0,"Все! Первый после андроида! Все гораздо сложнее, все намного дольше. И темень понимаю что значит тормошит! Ужас"
800,0,Выкачивание денег!!!
801,0,Сервис никакой. Воды горячей не было. В помещении парилки на полоках торчат гвозди. Плохо проводится уборка. Отношение персонала наплевательское.
802,0,Сгорел коннектор почти сразу
803,0,"Меня беспокоил зуб, врач принял решение его удалить. Удаление прошло отлично, это была восьмерка, в этом плане, я всем довольна. Врач старалась сделать, как можно безболезненно, хорошо мне обезболила, то место."
804,0,Не достоен своих денег.
805,0,"Интересный сюжет, качественно снят, актёрский состав, для всех возрастов, юмор, поучительные моменты"
806,0,Магазин занимается мошенничеством! Установленные ими Правила идут в разрез с Законом. Будьте внимательны с картами!
807,0,"Ад, а не школа"
808,0,Ужасный сервис! Хамское и неуважительное отношение к клиентам. Больше никогда не будем пользоваться данным магазином и вам не советую.
809,0,"Единственный плюс это отсутствие работающих камер и охраны, можно свободно воровать"
810,0,"Недостоверная информация о сроках доставки и ценах, наплевательское отношение к покупателям, нет личного кабинета на сайте."
811,0,"Вписывают то, что не делалось или подменяют одну услугу другой — выше по стоимости. Заплатила за светоотражающую пломбу, по факту была поставлена пломба фуджи. По самой работе претензий нет."
812,0,"Мне нравится, что быстро флюорографию сделали. Нравится обслуживание, очень все вежливые, очень всё быстро делают, нет очередей."
813,0,"Машинка очень компактная, но вместительная, как раз то, что мы искали. Пользоваться ей удобно, очень нравится, что дверца большая в диаметре, загружать и доставать белье очень комфортно."
814,0,"С этой книги у меня началась любовь к чтению. Мне было такое удовольствие читать, что просто не вообразить."
815,0,Очень хорошо охлаждает.
816,0,"Доктор умеет общаться с детьми, коммуникабельная, понравилось, как провела осмотр, расписала лечение. Лечение прошли уже полностью. Выбрала эту клинику в интернете, по рейтингу посмотрела. Администратор встретил замечательно. Чистота в клинике соблюдается."
817,0,Только пьяный охранник развеселил
818,0,Отличное средство но я ничего не понял
819,0,"Если кликнуть на кнопку заказ, то ни убрать товар из корзины, ни отменить заказ сайт не даст. А если вы не выкупите ненужный товар с вас снимут 100 р, даже если это мелочь весом 50 г."
820,0,"В клинку обратился за консультацией, интересовал вопрос носки брекетов, врач общался со мной нормально, был вежлив, приветлив, нареканий в общении со специалистом у меня не возникло. На приёме чувствовал себя нормально, рабочее место специалиста в отличном состоянии. На респешен встретили хорошо, чек и договор предоставили."
821,0,"В мае посетила вашу студию. Обстановка действительно уютная .А что касается мастеров, большой вопрос. Мастер так рьяно делала мне маникюр, что в последствии мне пришлось посещать хирурга. На мои замечания во время процедуры, она заявила, что у меня много кожи. Дорогие дамы 300 раз подумайте прежде чем посещать столь уютное место."
822,0,"Отель превосходный и я не пожалел что тут остановился, ведь вы сами можете убедится в том что тут самые низкие цены, да и качество обслуживания находится на самом лучшем уровне."
823,0,"Маленький, красивый, удобный"
824,0,Отвратительный косметолог! Ленивая!
825,0,"такого грубого общения я еще не встречала, администратора не научили нормально разговаривать, при посещении салона всю информацию приходилось выпытывать, больше в этот салон не приду и никому не советую!!!!!!!"
826,0,"В целом - хорошо кормят, чисто, официанты стараются. Но подача некоторых блюд простовата ( и не соответствует фото в меню), где-то чуть переигрывает официант, что-то отсутствует в меню… И вот эти детали не позволяют мне поставить «отлично». Рекомендую на горячее «Телец и перец»"
827,0,"Без всяких условий после получения мной заказа через полтора часа сняли с карты 100р, вероятно, за мнимый возврат. Но я не возвращал, товар у меня."
828,0,"Откройте, пожалуйста дверь в женский туалет на третьем этаже, я тут с сентября сижу"
829,0,"Хорошая гостиница с отличным сервисом, я довольна тем, что выбрала именно ее, когда была в Питере в командировке. Здесь и номера не дорогие, но очень хорошие и просторные. Обслуживание очень понравилось, с этим полный порядок. Расположение хочу отметить, легко добраться куда угодно."
830,0,"Когда начались проблемы, менеджер перестала видеть наши письма и брать трубку.Заказал плитку. Договаривались о доставке в субботу. В субботу мне сказали, что машина не смогла увезти мою плитку из-за веса."
831,0,Очень быстро и качественно сушит волосы. 
832,0,"В клинике я была первый раз. У меня отошёл мост и мне его посадили обратно. Посещала ортопеда. Доктор сначала пришёл, посмотрел, сказал рекомендации и сделал своё дело. Я довольна. Всё было чистенько, аккуратненько. Врач и медсестра были вежливы."
833,0,"Отель идеальный и я не пожалел что остановился именно тут, а ведь мне до этого пришлось по многим сайтам пройтись и посмотреть не один ресурс что бы не ошибиться своим решением."
834,0,Валик реально моет полы. 
835,1,"Мощный, стильный дизайн, несколько режимов работы. "
836,0,Неплохой телевизор
837,0,"Часто приходится останавливаться в этом городе, поэтому искала для себя вариант с остановкой в отеле на все времена и случаи, хотелось комфорта, и не менять ничего со временем, чтобы удобно было. Здесь все нашла, отличное расположение, нет нареканий, добраться можно в любую точку города."
838,0,Места в первом ряду дорогие
839,0,Почему я должна ждать
840,0,"очереди на выдаче, невнимательные продавцы (пришлось самой за ними бегать)."
841,0,"Я остался доволен обслуживанием в этом центре. Услуги предоставляют оперативно и своевременно, сотрудники общаются любезно. Соотношение цены и качества хорошее здесь."
842,1,устарел
843,0,"Я первый раз обратилась в эту клинику за справкой. Мне понравилось оперативное обслуживание, все сделали очень быстро. Справку получила на следующий день без задержек."
844,0,"Стоимость не соответствует качеству. За миникюр (покрытие гель лак) и педикюр с обычным лаком отдала 4500. Маникюр сделать не качественно, есть затеки и не прокрашенные места. За такую цену явно качество должно быть выше."
845,0,В наличии нет ничего! То есть даже на складе нет ничего! Что это за склад и зачем он нужен не очень понятно. Доставка на склад через 5 дней!
846,0,Покойному Деду не понравилось передал он мне телепатически
847,0,"Мне нравится, что быстро флюорографию сделали. Нравится обслуживание, очень все вежливые, очень всё быстро делают, нет очередей."
848,0,Камера ок
849,0,"Очень понравилось качество работы доктора, оперативность, профессионализм. Доктор приятная в общении, вежливая. До удаления она все объясняет и после назначает необходимые препараты. Я пришла к своему времени и мне не пришлось ждать."
850,0,Отдельные части пылесоса позволяют удобно использовать. 
851,1,один наушник стал разряжается спустя минут 10-15
852,1,"Пара самолётов и зениток, ничего необычного"
853,1,"Если кликнуть на кнопку заказ, то ни убрать товар из корзины, ни отменить заказ сайт не даст. А если вы не выкупите ненужный товар с вас снимут 100 р, даже если это мелочь весом 50 г."
854,1,"Когда начались проблемы, менеджер перестала видеть наши письма и брать трубку.Заказал плитку. Договаривались о доставке в субботу. В субботу мне сказали, что машина не смогла увезти мою плитку из-за веса."
855,1,Красивая модель с несколькими насадками и режимами работы. Привезли в красивой упаковке. Выбирал в подарок супруге. Первые впечатления отличные! 
856,0,"Безусловно, рядовые сотрудники на месте работают в предалах своих полномочий, и хорошо работают, однако в целом работа компании выглядит просто как мошенничество."
857,0,"В клинике я был на осмотре у врача-стоматолога, которая провела мне консультацию и назначила дальнейшее обследование, всё было супер. Она направила сделать рентген зубов, потом всё рассказала досконально, показала это на моих рентгеновских снимках. Обслуживание понравилось, доктор молодец!"
858,1,Большой выбор
859,1,Памятник советской эпохи в центре города
860,0,Картинка не понравилась
861,0,Яркий и чëткий экран.
862,1,"Доктор умеет общаться с детьми, коммуникабельная, понравилось, как провела осмотр, расписала лечение. Лечение прошли уже полностью. Выбрала эту клинику в интернете, по рейтингу посмотрела. Администратор встретил замечательно. Чистота в клинике соблюдается."
863,1,"Мастер педикюра Анастасия при проведении аппаратного педикюра изранила ногу, затем накричала на меня, сказав, что я больная и без справки она меня обслуживать не будет. Попросила жалобную книгу — пришло аж 3 администратора, 20мин ищут одну жалобную книгу.
Проросила документы на обучение Анастасии и ее мед книжку. Тоже не несут."
864,0,Работает тихо.
865,0,Сервис никакой. Воды горячей не было. В помещении парилки на полоках торчат гвозди. Плохо проводится уборка. Отношение персонала наплевательское.
866,0,"Данная кочерыжка взорвала мой комп, слава богу не весь"
867,1,"В этой стоматологии была первый раз. У меня разболелся зуб, поэтому выбрала ту, что находится недалеко от дома. Все прошло идеально. Доктор осмотрел полость рта, вылечил больной зуб, дал рекомендации по правильному уходу и также подсказал, какие еще зубки следует подлечить."
868,0,"очереди на выдаче, невнимательные продавцы (пришлось самой за ними бегать)."
869,0,"Сломался на второй день эксплуатации, перестал видеть сим-карту."
870,1,Жена рада. 
871,0,"В разы участились случаи продажи бракованых товаров, и товаров не в полной комплектации. Причём списывают деньги с клиентов даже за возврат таких товаров."
